,y_pred,pred_label,test_label
0,0.008458606898784637,1.0,0.0
1,0.04468515142798424,1.0,0.0
2,-0.01300799660384655,0.0,0.0
3,-0.004036985337734222,0.0,0.0
4,0.005651222541928291,1.0,0.0
5,-0.035028256475925446,0.0,0.0
6,-0.009282268583774567,0.0,0.0
7,-0.00873628631234169,0.0,1.0
8,0.024028822779655457,1.0,1.0
9,0.04848283529281616,1.0,1.0
10,0.01776798814535141,1.0,1.0
11,0.047071732580661774,1.0,1.0
12,-0.03520561009645462,0.0,1.0
13,0.08858382701873779,1.0,0.0
14,-0.06199108436703682,0.0,0.0
15,-0.048969488590955734,0.0,0.0
16,0.05706217885017395,1.0,1.0
17,-0.11158890277147293,0.0,1.0
18,-0.06351221352815628,0.0,1.0
19,-0.023126065731048584,0.0,1.0
20,0.037034645676612854,1.0,1.0
21,0.03484092652797699,1.0,0.0
22,0.07838419079780579,1.0,1.0
23,0.015829969197511673,1.0,0.0
24,0.04591791331768036,1.0,0.0
25,-0.02804446965456009,0.0,0.0
26,0.020178720355033875,1.0,0.0
27,0.00888282060623169,1.0,0.0
28,0.023642614483833313,1.0,0.0
29,0.005747444927692413,1.0,0.0
30,0.007224338129162788,1.0,0.0
31,-0.026267647743225098,0.0,0.0
32,0.0755074992775917,1.0,0.0
33,0.09295240044593811,1.0,0.0
34,0.02970775216817856,1.0,0.0
35,0.0029545575380325317,1.0,0.0
36,0.015884418040513992,1.0,0.0
37,-0.007638014853000641,0.0,0.0
38,-0.0740353986620903,0.0,1.0
39,-0.07880081236362457,0.0,1.0
40,0.001400921493768692,1.0,0.0
41,0.06211298331618309,1.0,0.0
42,0.016959298402071,1.0,0.0
43,-0.05808169022202492,0.0,1.0
44,0.04953208565711975,1.0,1.0
45,0.08020932972431183,1.0,1.0
46,-0.035798657685518265,0.0,1.0
47,0.0512714684009552,1.0,0.0
48,0.022699160501360893,1.0,0.0
49,0.09766604006290436,1.0,0.0
50,0.057898715138435364,1.0,0.0
51,-0.048975516110658646,0.0,0.0
52,0.050697289407253265,1.0,0.0
53,-0.024647876620292664,0.0,0.0
54,0.12007473409175873,1.0,0.0
55,0.03332168608903885,1.0,0.0
